Phi[deg],Theta[deg],GainTotal
-154,16,7.26729
-152,16,7.23788
-150,16,7.20677
-148,16,7.17393
-146,16,7.13935
-144,16,7.10304
-142,16,7.065
-140,16,7.02522
-138,16,6.98373
-136,16,6.94054
-134,16,6.89569
-132,16,6.8492
-130,16,6.80113
-128,16,6.75152
-126,16,6.70044
-124,16,6.64794
-122,16,6.59412
-120,16,6.53903
-118,16,6.48278
-116,16,6.42545
-114,16,6.36714
-112,16,6.30794
-110,16,6.24797
-108,16,6.18731
-106,16,6.1261
-104,16,6.06442
-102,16,6.00239
-100,16,5.94013
-98,16,5.87774
-96,16,5.81532
-94,16,5.753
-92,16,5.69088
-90,16,5.62906
-88,16,5.56764
-86,16,5.50673
-84,16,5.44643
-82,16,5.38683
-80,16,5.32803
-78,16,5.27012
-76,16,5.21319
-74,16,5.15732
-72,16,5.1026
-70,16,5.04909
-68,16,4.99689
-66,16,4.94605
-64,16,4.89665
-62,16,4.84875
-60,16,4.8024
-58,16,4.75767
-56,16,4.71459
-54,16,4.67323
-52,16,4.63362
-50,16,4.59579
-48,16,4.55978
-46,16,4.52562
-44,16,4.49332
-42,16,4.46291
-40,16,4.4344
-38,16,4.40779
-36,16,4.3831
-34,16,4.36031
-32,16,4.33944
-30,16,4.32046
-28,16,4.30336
-26,16,4.28814
-24,16,4.27476
-22,16,4.2632
-20,16,4.25345
-18,16,4.24547
-16,16,4.23922
-14,16,4.23468
-12,16,4.23181
-10,16,4.23058
-8,16,4.23094
-6,16,4.23286
-4,16,4.23631
-2,16,4.24123
0,16,4.2476
2,16,4.25537
4,16,4.26451
6,16,4.27499
8,16,4.28677
10,16,4.29982
12,16,4.31411
14,16,4.32962
16,16,4.34632
18,16,4.36419
20,16,4.38322
22,16,4.40338
24,16,4.42468
26,16,4.4471
28,16,4.47064
30,16,4.49529
32,16,4.52106
34,16,4.54796
36,16,4.57599
38,16,4.60516
40,16,4.63549
42,16,4.66698
44,16,4.69966
46,16,4.73354
48,16,4.76864
50,16,4.80497
52,16,4.84255
54,16,4.88139
56,16,4.92151
58,16,4.96292
60,16,5.00563
62,16,5.04965
64,16,5.09496
66,16,5.14158
68,16,5.1895
70,16,5.23869
72,16,5.28916
74,16,5.34086
76,16,5.39378
78,16,5.44788
80,16,5.50311
82,16,5.55943
84,16,5.61678
86,16,5.67509
88,16,5.73429
90,16,5.79431
92,16,5.85505
94,16,5.91643
96,16,5.97834
98,16,6.04067
100,16,6.10331
102,16,6.16613
104,16,6.22901
106,16,6.29181
108,16,6.3544
110,16,6.41663
112,16,6.47836
114,16,6.53943
116,16,6.59969
118,16,6.659
120,16,6.7172
122,16,6.77414
124,16,6.82968
126,16,6.88367
128,16,6.93597
130,16,6.98647
132,16,7.03502
134,16,7.08153
136,16,7.12589
138,16,7.16801
140,16,7.2078
142,16,7.2452
144,16,7.28015
146,16,7.31262
148,16,7.34258
150,16,7.37
152,16,7.3949
154,16,7.41727
156,16,7.43715
158,16,7.45455
160,16,7.46953
162,16,7.48213
164,16,7.49241
166,16,7.50043
168,16,7.50624
170,16,7.50993
172,16,7.51155
174,16,7.51117
176,16,7.50885
178,16,7.50465
180,16,7.49862
-180,18,7.32387
-178,18,7.31466
-176,18,7.3039
-174,18,7.29164
-172,18,7.2779
-170,18,7.2627
-168,18,7.24606
-166,18,7.22797
-164,18,7.2084
-162,18,7.18734
-160,18,7.16475
-158,18,7.1406
-156,18,7.11483
-154,18,7.0874
-152,18,7.05826
-150,18,7.02738
-148,18,6.9947
-146,18,6.96019
-144,18,6.92382
-142,18,6.88557
-140,18,6.84542
-138,18,6.80337
-136,18,6.75942
-134,18,6.71361
-132,18,6.66595
-130,18,6.61649
-128,18,6.56528
-126,18,6.51239
-124,18,6.45789
-122,18,6.40186
-120,18,6.3444
-118,18,6.2856
-116,18,6.22557
-114,18,6.16443
-112,18,6.10228
-110,18,6.03926
-108,18,5.97547
-106,18,5.91106
-104,18,5.84613
-102,18,5.78083
-100,18,5.71527
-98,18,5.64958
-96,18,5.58389
-94,18,5.51831
-92,18,5.45296
-90,18,5.38797
-88,18,5.32344
-86,18,5.25948
-84,18,5.19622
-82,18,5.13374
-80,18,5.07216
-78,18,5.01156
-76,18,4.95206
-74,18,4.89373
-72,18,4.83667
-70,18,4.78097
-68,18,4.72669
-66,18,4.67392
-64,18,4.62273
-62,18,4.57318
-60,18,4.52534
-58,18,4.47927
-56,18,4.43501
-54,18,4.39262
-52,18,4.35214
-50,18,4.3136
-48,18,4.27703
-46,18,4.24247
-44,18,4.20993
-42,18,4.17942
-40,18,4.15096
-38,18,4.12454
-36,18,4.10017
-34,18,4.07785
-32,18,4.05754
-30,18,4.03925
-28,18,4.02295
-26,18,4.00861
-24,18,3.99621
-22,18,3.9857
-20,18,3.97706
-18,18,3.97024
-16,18,3.9652
-14,18,3.96189
-12,18,3.96027
-10,18,3.96029
-8,18,3.9619
-6,18,3.96504
-4,18,3.96968
-2,18,3.97576
0,18,3.98322
2,18,3.99203
4,18,4.00213
6,18,4.01349
8,18,4.02605
10,18,4.03979
12,18,4.05466
14,18,4.07064
16,18,4.0877
18,18,4.10582
20,18,4.12497
22,18,4.14514
24,18,4.16633
26,18,4.18854
28,18,4.21175
30,18,4.23599
32,18,4.26125
34,18,4.28755
36,18,4.31492
38,18,4.34337
40,18,4.37294
42,18,4.40364
44,18,4.43552
46,18,4.46859
48,18,4.50291
50,18,4.5385
52,18,4.57539
54,18,4.61362
56,18,4.65321
58,18,4.69421
60,18,4.73663
62,18,4.78049
64,18,4.82582
66,18,4.87262
68,18,4.92091
70,18,4.97067
72,18,5.02191
74,18,5.07462
76,18,5.12876
78,18,5.18432
80,18,5.24126
82,18,5.29952
84,18,5.35906
86,18,5.41981
88,18,5.4817
90,18,5.54464
92,18,5.60854
94,18,5.6733
96,18,5.73881
98,18,5.80494
100,18,5.87157
102,18,5.93854
104,18,6.00573
106,18,6.07296
108,18,6.14008
110,18,6.20691
112,18,6.27327
114,18,6.339
116,18,6.40389
118,18,6.46777
120,18,6.53046
122,18,6.59175
124,18,6.65148
126,18,6.70946
128,18,6.76553
130,18,6.81952
132,18,6.87128
134,18,6.92068
136,18,6.96758
138,18,7.01188
140,18,7.05347
142,18,7.0923
144,18,7.12829
146,18,7.16142
148,18,7.19165
150,18,7.21899
152,18,7.24345
154,18,7.26507
156,18,7.2839
158,18,7.30001
160,18,7.31346
162,18,7.32435
164,18,7.33278
166,18,7.33884
168,18,7.34264
170,18,7.3443
172,18,7.34391
174,18,7.34158
176,18,7.33741
178,18,7.33148
180,18,7.32387
-180,20,7.08956
-178,20,7.07883
-176,20,7.06689
-174,20,7.05377
-172,20,7.03952
-170,20,7.02414
-168,20,7.00763
-166,20,6.98997
-164,20,6.97111
-162,20,6.95099
-160,20,6.92954
-158,20,6.90669
-156,20,6.88235
-154,20,6.85642
-152,20,6.82882
-150,20,6.79947
-148,20,6.76827
-146,20,6.73515
-144,20,6.70005
-142,20,6.66292
-140,20,6.6237
-138,20,6.58239
-136,20,6.53897
-134,20,6.49345
-132,20,6.44586
-130,20,6.39622
-128,20,6.34461
-126,20,6.29108
-124,20,6.23573
-122,20,6.17865
-120,20,6.11994
-118,20,6.05973
-116,20,5.99814
-114,20,5.9353
-112,20,5.87135
-110,20,5.80643
-108,20,5.74067
-106,20,5.67423
-104,20,5.60725
-102,20,5.53986
-100,20,5.47222
-98,20,5.40445
-96,20,5.3367
-94,20,5.26909
-92,20,5.20177
-90,20,5.13484
-88,20,5.06845
-86,20,5.00269
-84,20,4.9377
-82,20,4.87357
-80,20,4.81043
-78,20,4.74837
-76,20,4.68748
-74,20,4.62788
-72,20,4.56965
-70,20,4.51288
-68,20,4.45765
-66,20,4.40405
-64,20,4.35214
-62,20,4.302
-60,20,4.2537
-58,20,4.20729
-56,20,4.16282
-54,20,4.12035
-52,20,4.07992
-50,20,4.04157
-48,20,4.00532
-46,20,3.97119
-44,20,3.93921
-42,20,3.90939
-40,20,3.88173
-38,20,3.85623
-36,20,3.83287
-34,20,3.81165
-32,20,3.79255
-30,20,3.77553
-28,20,3.76058
-26,20,3.74764
-24,20,3.73669
-22,20,3.72768
-20,20,3.72055
-18,20,3.71525
-16,20,3.71174
-14,20,3.70995
-12,20,3.70982
-10,20,3.7113
-8,20,3.71431
-6,20,3.7188
-4,20,3.7247
-2,20,3.73195
0,20,3.74049
2,20,3.75027
4,20,3.76121
6,20,3.77328
8,20,3.78642
10,20,3.80058
12,20,3.81573
14,20,3.83182
16,20,3.84882
18,20,3.86671
20,20,3.88548
22,20,3.9051
24,20,3.92557
26,20,3.94689
28,20,3.96907
30,20,3.99212
32,20,4.01606
34,20,4.04092
36,20,4.06673
38,20,4.09352
40,20,4.12135
42,20,4.15024
44,20,4.18026
46,20,4.21146
48,20,4.24389
50,20,4.27759
52,20,4.31264
54,20,4.34908
56,20,4.38696
58,20,4.42633
60,20,4.46723
62,20,4.50972
64,20,4.55382
66,20,4.59955
68,20,4.64696
70,20,4.69604
72,20,4.74681
74,20,4.79926
76,20,4.85339
78,20,4.90917
80,20,4.96657
82,20,5.02556
84,20,5.08608
86,20,5.14807
88,20,5.21146
90,20,5.27616
92,20,5.34207
94,20,5.40909
96,20,5.47709
98,20,5.54595
100,20,5.61551
102,20,5.68563
104,20,5.75612
106,20,5.82683
108,20,5.89754
110,20,5.96808
112,20,6.03822
114,20,6.10775
116,20,6.17646
118,20,6.24412
120,20,6.3105
122,20,6.37538
124,20,6.43853
126,20,6.49974
128,20,6.5588
130,20,6.6155
132,20,6.66967
134,20,6.72112
136,20,6.7697
138,20,6.81529
140,20,6.85778
142,20,6.89706
144,20,6.93309
146,20,6.96583
148,20,6.99526
150,20,7.02142
152,20,7.04432
154,20,7.06405
156,20,7.0807
158,20,7.09436
160,20,7.10516
162,20,7.11325
164,20,7.11878
166,20,7.1219
168,20,7.12278
170,20,7.12157
172,20,7.11845
174,20,7.11355
176,20,7.10702
178,20,7.09898
180,20,7.08956
-180,22,6.80061
-178,22,6.7883
-176,22,6.77523
-174,22,6.76148
-172,22,6.74708
-170,22,6.73202
-168,22,6.71629
-166,22,6.69981
-164,22,6.68253
-162,22,6.66432
-160,22,6.64508
-158,22,6.62467
-156,22,6.60295
-154,22,6.57977
-152,22,6.55498
-150,22,6.52845
-148,22,6.50003
-146,22,6.4696
-144,22,6.43706
-142,22,6.40231
-140,22,6.36529
-138,22,6.32594
-136,22,6.28423
-134,22,6.24017
-132,22,6.19376
-130,22,6.14506
-128,22,6.09412
-126,22,6.04102
-124,22,5.98587
-122,22,5.92877
-120,22,5.86986
-118,22,5.80927
-116,22,5.74715
-114,22,5.68367
-112,22,5.61897
-110,22,5.55321
-108,22,5.48658
-106,22,5.41922
-104,22,5.3513
-102,22,5.28298
-100,22,5.21441
-98,22,5.14574
-96,22,5.07712
-94,22,5.00869
-92,22,4.94059
-90,22,4.87295
-88,22,4.8059
-86,22,4.73955
-84,22,4.67403
-82,22,4.60946
-80,22,4.54593
-78,22,4.48356
-76,22,4.42245
-74,22,4.3627
-72,22,4.3044
-70,22,4.24765
-68,22,4.19253
-66,22,4.13912
-64,22,4.08751
-62,22,4.03776
-60,22,3.98994
-58,22,3.94411
-56,22,3.90034
-54,22,3.85866
-52,22,3.81913
-50,22,3.78177
-48,22,3.74661
-46,22,3.71369
-44,22,3.683
-42,22,3.65455
-40,22,3.62835
-38,22,3.60439
-36,22,3.58265
-34,22,3.56311
-32,22,3.54574
-30,22,3.5305
-28,22,3.51735
-26,22,3.50626
-24,22,3.49715
-22,22,3.48999
-20,22,3.4847
-18,22,3.48122
-16,22,3.47948
-14,22,3.47942
-12,22,3.48096
-10,22,3.48402
-8,22,3.48854
-6,22,3.49442
-4,22,3.50161
-2,22,3.51002
0,22,3.51958
2,22,3.53022
4,22,3.54187
6,22,3.55448
8,22,3.56797
10,22,3.58229
12,22,3.5974
14,22,3.61326
16,22,3.62982
18,22,3.64706
20,22,3.66496
22,22,3.68351
24,22,3.70269
26,22,3.72253
28,22,3.74303
30,22,3.76421
32,22,3.78611
34,22,3.80876
36,22,3.8322
38,22,3.85651
40,22,3.88172
42,22,3.90791
44,22,3.93515
46,22,3.96351
48,22,3.99306
50,22,4.02389
52,22,4.05607
54,22,4.08967
56,22,4.12478
58,22,4.16146
60,22,4.19977
62,22,4.23979
64,22,4.28156
66,22,4.32513
68,22,4.37054
70,22,4.41783
72,22,4.467
74,22,4.51808
76,22,4.57106
78,22,4.62594
80,22,4.68269
82,22,4.74128
84,22,4.80165
86,22,4.86377
88,22,4.92754
90,22,4.99289
92,22,5.05972
94,22,5.12791
96,22,5.19735
98,22,5.26788
100,22,5.33936
102,22,5.41161
104,22,5.48445
106,22,5.55768
108,22,5.63108
110,22,5.70443
112,22,5.77749
114,22,5.85
116,22,5.92173
118,22,5.99238
120,22,6.06171
122,22,6.12943
124,22,6.19528
126,22,6.25899
128,22,6.32031
130,22,6.37899
132,22,6.4348
134,22,6.48753
136,22,6.537
138,22,6.58304
140,22,6.62552
142,22,6.66435
144,22,6.69945
146,22,6.7308
148,22,6.75839
150,22,6.78227
152,22,6.80251
154,22,6.81922
156,22,6.83253
158,22,6.8426
160,22,6.84963
162,22,6.85382
164,22,6.85539
166,22,6.85456
168,22,6.85158
170,22,6.84668
172,22,6.84007
174,22,6.83198
176,22,6.82259
178,22,6.81208
180,22,6.80061
-180,24,6.46344
-178,24,6.44948
-176,24,6.4354
-174,24,6.42127
-172,24,6.4071
-170,24,6.3929
-168,24,6.3786
-166,24,6.3641
-164,24,6.34928
-162,24,6.33398
-160,24,6.31801
-158,24,6.30117
-156,24,6.28325
-154,24,6.26402
-152,24,6.24328
-150,24,6.2208
-148,24,6.1964
-146,24,6.16988
-144,24,6.14109
-142,24,6.1099
-140,24,6.07618
-138,24,6.03988
-136,24,6.00094
-134,24,5.95935
-132,24,5.91512
-130,24,5.8683
-128,24,5.81897
-126,24,5.76721
-124,24,5.71314
-122,24,5.65692
-120,24,5.59869
-118,24,5.53862
-116,24,5.47688
-114,24,5.41367
-112,24,5.34916
-110,24,5.28355
-108,24,5.21702
-106,24,5.14976
-104,24,5.08195
-102,24,5.01375
-100,24,4.94534
-98,24,4.87687
-96,24,4.80851
-94,24,4.74039
-92,24,4.67266
-90,24,4.60545
-88,24,4.53888
-86,24,4.47308
-84,24,4.40817
-82,24,4.34426
-80,24,4.28145
-78,24,4.21986
-76,24,4.15959
-74,24,4.10073
-72,24,4.04338
-70,24,3.98764
-68,24,3.93359
-66,24,3.88132
-64,24,3.83091
-62,24,3.78243
-60,24,3.73595
-58,24,3.69153
-56,24,3.64924
-54,24,3.60912
-52,24,3.57122
-50,24,3.53557
-48,24,3.50219
-46,24,3.47111
-44,24,3.44233
-42,24,3.41586
-40,24,3.39169
-38,24,3.3698
-36,24,3.35017
-34,24,3.33277
-32,24,3.31757
-30,24,3.30451
-28,24,3.29355
-26,24,3.28462
-24,24,3.27767
-22,24,3.27262
-20,24,3.2694
-18,24,3.26794
-16,24,3.26815
-14,24,3.26995
-12,24,3.27326
-10,24,3.27798
-8,24,3.28403
-6,24,3.29132
-4,24,3.29976
-2,24,3.30927
0,24,3.31975
2,24,3.33113
4,24,3.34333
6,24,3.35628
8,24,3.3699
10,24,3.38413
12,24,3.39892
14,24,3.41422
16,24,3.42998
18,24,3.44618
20,24,3.4628
22,24,3.47981
24,24,3.49723
26,24,3.51506
28,24,3.53332
30,24,3.55204
32,24,3.57127
34,24,3.59106
36,24,3.61147
38,24,3.63256
40,24,3.65443
42,24,3.67715
44,24,3.70081
46,24,3.72553
48,24,3.75138
50,24,3.77849
52,24,3.80694
54,24,3.83684
56,24,3.86828
58,24,3.90137
60,24,3.93619
62,24,3.97282
64,24,4.01134
66,24,4.05182
68,24,4.0943
70,24,4.13884
72,24,4.18547
74,24,4.23422
76,24,4.28509
78,24,4.33808
80,24,4.39319
82,24,4.45038
84,24,4.50961
86,24,4.57084
88,24,4.63399
90,24,4.69898
92,24,4.76571
94,24,4.83407
96,24,4.90394
98,24,4.97516
100,24,5.04757
102,24,5.121
104,24,5.19524
106,24,5.27008
108,24,5.34528
110,24,5.42058
112,24,5.49573
114,24,5.57044
116,24,5.64441
118,24,5.71734
120,24,5.7889
122,24,5.85877
124,24,5.92665
126,24,5.9922
128,24,6.05512
130,24,6.11511
132,24,6.17189
134,24,6.2252
136,24,6.27483
138,24,6.32057
140,24,6.36226
142,24,6.39979
144,24,6.43308
146,24,6.4621
148,24,6.48688
150,24,6.50748
152,24,6.524
154,24,6.5366
156,24,6.54548
158,24,6.55087
160,24,6.55303
162,24,6.55224
164,24,6.54882
166,24,6.54308
168,24,6.53533
170,24,6.5259
172,24,6.5151
174,24,6.5032
176,24,6.49048
178,24,6.47716
180,24,6.46344
-180,26,6.08564
-178,26,6.07002
-176,26,6.05505
-174,26,6.0408
-172,26,6.02729
-170,26,6.01449
-168,26,6.00229
-166,26,5.99055
-164,26,5.97907
-162,26,5.96763
-160,26,5.95596
-158,26,5.94378
-156,26,5.93077
-154,26,5.91664
-152,26,5.90108
-150,26,5.8838
-148,26,5.86452
-146,26,5.843
-144,26,5.81901
-142,26,5.79237
-140,26,5.76294
-138,26,5.7306
-136,26,5.6953
-134,26,5.65702
-132,26,5.61576
-130,26,5.57159
-128,26,5.52459
-126,26,5.47489
-124,26,5.42264
-122,26,5.368
-120,26,5.31117
-118,26,5.25235
-116,26,5.19175
-114,26,5.12959
-112,26,5.06608
-110,26,5.00144
-108,26,4.93589
-106,26,4.86962
-104,26,4.80284
-102,26,4.73573
-100,26,4.66846
-98,26,4.60121
-96,26,4.53413
-94,26,4.46736
-92,26,4.40105
-90,26,4.33531
-88,26,4.27029
-86,26,4.20608
-84,26,4.14281
-82,26,4.08058
-80,26,4.0195
-78,26,3.95967
-76,26,3.90118
-74,26,3.84415
-72,26,3.78866
-70,26,3.7348
-68,26,3.68267
-66,26,3.63235
-64,26,3.58392
-62,26,3.53747
-60,26,3.49306
-58,26,3.45076
-56,26,3.41063
-54,26,3.37271
-52,26,3.33706
-50,26,3.30371
-48,26,3.27267
-46,26,3.24397
-44,26,3.21761
-42,26,3.19359
-40,26,3.1719
-38,26,3.1525
-36,26,3.13538
-34,26,3.12049
-32,26,3.10779
-30,26,3.09721
-28,26,3.0887
-26,26,3.08218
-24,26,3.07759
-22,26,3.07484
-20,26,3.07384
-18,26,3.07451
-16,26,3.07675
-14,26,3.08047
-12,26,3.08557
-10,26,3.09195
-8,26,3.09951
-6,26,3.10815
-4,26,3.11777
-2,26,3.12826
0,26,3.13955
2,26,3.15152
4,26,3.1641
6,26,3.17719
8,26,3.19072
10,26,3.20462
12,26,3.21883
14,26,3.23328
16,26,3.24793
18,26,3.26276
20,26,3.27773
22,26,3.29283
24,26,3.30807
26,26,3.32347
28,26,3.33903
30,26,3.35482
32,26,3.37088
34,26,3.38727
36,26,3.40409
38,26,3.42141
40,26,3.43933
42,26,3.45797
44,26,3.47745
46,26,3.49787
48,26,3.51937
50,26,3.54208
52,26,3.56612
54,26,3.59162
56,26,3.61871
58,26,3.6475
60,26,3.67811
62,26,3.71064
64,26,3.74518
66,26,3.78182
68,26,3.82063
70,26,3.86167
72,26,3.90498
74,26,3.95061
76,26,3.99858
78,26,4.04888
80,26,4.10152
82,26,4.15648
84,26,4.21371
86,26,4.27318
88,26,4.33482
90,26,4.39855
92,26,4.46428
94,26,4.53189
96,26,4.60127
98,26,4.67226
100,26,4.7447
102,26,4.8184
104,26,4.89315
106,26,4.96873
108,26,5.04489
110,26,5.12135
112,26,5.19781
114,26,5.27395
116,26,5.34946
118,26,5.42396
120,26,5.49711
122,26,5.56852
124,26,5.63782
126,26,5.70462
128,26,5.76857
130,26,5.8293
132,26,5.88648
134,26,5.9398
136,26,5.98897
138,26,6.03376
140,26,6.07398
142,26,6.1095
144,26,6.14021
146,26,6.1661
148,26,6.1872
150,26,6.20361
152,26,6.21547
154,26,6.22299
156,26,6.22644
158,26,6.22612
160,26,6.2224
162,26,6.21565
164,26,6.20627
166,26,6.19469
168,26,6.18133
170,26,6.16662
172,26,6.15094
174,26,6.13469
176,26,6.11819
178,26,6.10176
180,26,6.08564
-180,28,5.67563
-178,28,5.65837
-176,28,5.64267
-174,28,5.62859
-172,28,5.61616
-170,28,5.60529
-168,28,5.59585
-166,28,5.58762
-164,28,5.58032
-162,28,5.57365
-160,28,5.56723
-158,28,5.56069
-156,28,5.55362
-154,28,5.5456
-152,28,5.53623
-150,28,5.52514
-148,28,5.51194
-146,28,5.49633
-144,28,5.47801
-142,28,5.45674
-140,28,5.43235
-138,28,5.40469
-136,28,5.37369
-134,28,5.33933
-132,28,5.30163
-130,28,5.26066
-128,28,5.21653
-126,28,5.16942
-124,28,5.11949
-122,28,5.06696
-120,28,5.01207
-118,28,4.95506
-116,28,4.89617
-114,28,4.83568
-112,28,4.77382
-110,28,4.71085
-108,28,4.647
-106,28,4.5825
-104,28,4.51756
-102,28,4.45238
-100,28,4.38713
-98,28,4.32198
-96,28,4.2571
-94,28,4.19261
-92,28,4.12864
-90,28,4.06533
-88,28,4.00278
-86,28,3.94109
-84,28,3.88037
-82,28,3.82073
-80,28,3.76224
-78,28,3.70502
-76,28,3.64916
-74,28,3.59474
-72,28,3.54187
-70,28,3.49064
-68,28,3.44114
-66,28,3.39345
-64,28,3.34767
-62,28,3.30387
-60,28,3.26212
-58,28,3.22251
-56,28,3.18507
-54,28,3.14988
-52,28,3.11698
-50,28,3.08638
-48,28,3.05813
-46,28,3.03223
-44,28,3.00868
-42,28,2.98747
-40,28,2.96859
-38,28,2.952
-36,28,2.93767
-34,28,2.92554
-32,28,2.91556
-30,28,2.90766
-28,28,2.90177
-26,28,2.8978
-24,28,2.89568
-22,28,2.89531
-20,28,2.89659
-18,28,2.89942
-16,28,2.9037
-14,28,2.90932
-12,28,2.91617
-10,28,2.92415
-8,28,2.93313
-6,28,2.94302
-4,28,2.95369
-2,28,2.96504
0,28,2.97697
2,28,2.98937
4,28,3.00214
6,28,3.01518
8,28,3.02842
10,28,3.04177
12,28,3.05515
14,28,3.06852
16,28,3.08181
18,28,3.09498
20,28,3.10803
22,28,3.12092
24,28,3.13367
26,28,3.1463
28,28,3.15883
30,28,3.17132
32,28,3.18383
34,28,3.19645
36,28,3.20926
38,28,3.22239
40,28,3.23594
42,28,3.25005
44,28,3.26487
46,28,3.28053
48,28,3.2972
50,28,3.31502
52,28,3.33416
54,28,3.35477
56,28,3.37699
58,28,3.40098
60,28,3.42686
62,28,3.45476
64,28,3.48479
66,28,3.51706
68,28,3.55165
70,28,3.58863
72,28,3.62807
74,28,3.66999
76,28,3.71445
78,28,3.76143
80,28,3.81096
82,28,3.863
84,28,3.91754
86,28,3.97453
88,28,4.03391
90,28,4.09561
92,28,4.15954
94,28,4.22561
96,28,4.29367
98,28,4.3636
100,28,4.43523
102,28,4.50838
104,28,4.58283
106,28,4.65835
108,28,4.73468
110,28,4.81153
112,28,4.88857
114,28,4.96547
116,28,5.04185
118,28,5.11732
120,28,5.19146
122,28,5.26386
124,28,5.33406
126,28,5.40163
128,28,5.46614
130,28,5.52715
132,28,5.58427
134,28,5.63711
136,28,5.68535
138,28,5.7287
140,28,5.76692
142,28,5.79984
144,28,5.82736
146,28,5.84945
148,28,5.86616
150,28,5.87762
152,28,5.88401
154,28,5.88561
156,28,5.88276
158,28,5.87586
160,28,5.86536
162,28,5.85176
164,28,5.83557
166,28,5.81735
168,28,5.79762
170,28,5.77694
172,28,5.75581
174,28,5.73471
176,28,5.71408
178,28,5.69428
180,28,5.67563
-180,30,5.24236
-178,30,5.22352
-176,30,5.20726
-174,30,5.19365
-172,30,5.1827
-170,30,5.17429
-168,30,5.1682
-166,30,5.16417
-164,30,5.16181
-162,30,5.16071
-160,30,5.1604
-158,30,5.16037
-156,30,5.1601
-154,30,5.15905
-152,30,5.15672
-150,30,5.15261
-148,30,5.14626
-146,30,5.13727
-144,30,5.12527
-142,30,5.10998
-140,30,5.09117
-138,30,5.06868
-136,30,5.04242
-134,30,5.01238
-132,30,4.97859
-130,30,4.94115
-128,30,4.90022
-126,30,4.856
-124,30,4.80871
-122,30,4.75863
-120,30,4.70602
-118,30,4.6512
-116,30,4.59445
-114,30,4.53608
-112,30,4.47637
-110,30,4.41562
-108,30,4.35406
-106,30,4.29196
-104,30,4.22954
-102,30,4.16699
-100,30,4.1045
-98,30,4.04223
-96,30,3.98033
-94,30,3.91892
-92,30,3.85812
-90,30,3.79804
-88,30,3.73876
-86,30,3.68039
-84,30,3.62301
-82,30,3.5667
-80,30,3.51155
-78,30,3.45765
-76,30,3.40509
-74,30,3.35395
-72,30,3.30433
-70,30,3.25631
-68,30,3.21
-66,30,3.16548
-64,30,3.12285
-62,30,3.08218
-60,30,3.04356
-58,30,3.00706
-56,30,2.97274
-54,30,2.94065
-52,30,2.91085
-50,30,2.88336
-48,30,2.8582
-46,30,2.83539
-44,30,2.81492
-42,30,2.79678
-40,30,2.78093
-38,30,2.76735
-36,30,2.75597
-34,30,2.74675
-32,30,2.73962
-30,30,2.73449
-28,30,2.73129
-26,30,2.72992
-24,30,2.73029
-22,30,2.73229
-20,30,2.73582
-18,30,2.74077
-16,30,2.74701
-14,30,2.75445
-12,30,2.76295
-10,30,2.7724
-8,30,2.78267
-6,30,2.79366
-4,30,2.80523
-2,30,2.81728
0,30,2.82968
2,30,2.84232
4,30,2.8551
6,30,2.86791
8,30,2.88066
10,30,2.89326
12,30,2.90564
14,30,2.91771
16,30,2.92944
18,30,2.94077
20,30,2.95168
22,30,2.96216
24,30,2.9722
26,30,2.98184
28,30,2.99111
30,30,3.00007
32,30,3.0088
34,30,3.01738
36,30,3.02594
38,30,3.0346
40,30,3.04351
42,30,3.05281
44,30,3.06268
46,30,3.07329
48,30,3.08482
50,30,3.09746
52,30,3.11139
54,30,3.12679
56,30,3.14383
58,30,3.16269
60,30,3.18353
62,30,3.20648
64,30,3.23167
66,30,3.25923
68,30,3.28926
70,30,3.32182
72,30,3.35699
74,30,3.39483
76,30,3.43535
78,30,3.47857
80,30,3.52451
82,30,3.57315
84,30,3.62445
86,30,3.67839
88,30,3.73491
90,30,3.79395
92,30,3.85543
94,30,3.91924
96,30,3.98529
98,30,4.05343
100,30,4.12351
102,30,4.19536
104,30,4.26877
106,30,4.34349
108,30,4.41928
110,30,4.49582
112,30,4.57278
114,30,4.64979
116,30,4.72646
118,30,4.80234
120,30,4.87698
122,30,4.94988
124,30,5.02056
126,30,5.0885
128,30,5.15319
130,30,5.21414
132,30,5.27085
134,30,5.3229
136,30,5.36987
138,30,5.41141
140,30,5.44724
142,30,5.47716
144,30,5.50104
146,30,5.51884
148,30,5.53062
150,30,5.53654
152,30,5.53683
154,30,5.53184
156,30,5.52199
158,30,5.50779
160,30,5.48978
162,30,5.4686
164,30,5.4449
166,30,5.41935
168,30,5.39264
170,30,5.36542
172,30,5.33835
174,30,5.31201
176,30,5.28694
178,30,5.2636
180,30,5.24236
-180,32,4.79491
-178,32,4.77458
-176,32,4.75795
-174,32,4.7451
-172,32,4.73602
-170,32,4.73052
-168,32,4.72834
-166,32,4.7291
-164,32,4.73233
